,text,Sentiment
1301,'@abdlaze56807125 أبشر بسفره بعد زوال كورونا',0
1302,'حدث ليلاً| تفاصيل خطة الحكومة للتعايش مع كورونا وارتداء الكمامة إجباريا https://t.co/fQPsVKIdf2',0
1303,'Les cas de coronavirus au Pakistan ont accru de plus de 25 000 heures avant la levée du... https://t.co/bTjI3AwwoL',0
1304,"'Coronavirus : Macron savait dès décembre 2019, affirme Le Canard Enchaîné https://t.co/wKwLCMNGv1 via @Midilibre'",0
1305,"'Coronavirus : Juliette Binoche relaie des hypothèses complotistes sur Instagram Dans le même esprit complotiste, si… https://t.co/ptjTnadX0u'",0
1306,"'Continuons à visiter La Réunion pendant le confinement. Escale sur ""le Cap Jaune"" d’une hauteur de 50 mètres à Vinc… https://t.co/bN9M0lTbES'",0
1307,"'Aux États-Unis, des ""fêtes Covid-19"" organisées pour acquérir l'immunité, les autorités en alerte -… https://t.co/0frHHfVWAB'",0
1308,'Coronavirus au Bénin : les députés offrent 20 millions au gouvernement https://t.co/y6WpBGq52F',0
1309,'🔴 قروح وكدمات في القدمين.. اكتشاف أعراض جديدة لفيروس كورونا https://t.co/c8QWnOxUMd',0
1310,'اخبار كورونا اذا وصلت حقين الواتس 😂 https://t.co/ATljfZSmJL',0
1311,"'Ecoles, seniors… Macron et le conseil scientifique ne sont pas toujours d'accord ➡ Le conseil scientifique a notamm… https://t.co/H8WixmxBoN'",0
1312,"'Coronavirus - Pour la première fois le virus a été repéré dans le sperme de plusieurs patients, alors est-il sexuel… https://t.co/tIKBoYhUXj'",0
1313,"'En fait ce qu'il nous faut, c'est une maladie qui se refile qu'aux gens qui en ont rien à foutre de la sante publiq… https://t.co/O7pgfoeop4'",0
1314,"'Coronavirus - Pour la première fois le virus a été repéré dans le sperme de plusieurs patients, alors est-il sexuel… https://t.co/5eoEWGkQtT'",0
1315,"'L Afrique, le 102 eme département français'",0
1316,'1  / 🛑 🎈📉SONDAGE DE CHAQUE MATIN.. 🇫🇷  EN CE VENDREDI 08 / 05 / 2020   Voter et Re Tweeter S V P 🙏 Merci.. 🙏 Questi… https://t.co/AZ6SpBHDa2',0
1317,'Coronavirus : Un restaurateur installe des serres en verre pour faire manger ses clients https://t.co/kaSR7MIkmM',0
1318,'نجل أكبر مصابة شفيت من كورونا يروي قصة كفاحها مع الفيروس: الوالدة انتصرت على كورونا بقوة الإيمان مركز الريان الصحي… https://t.co/BOPRCp7Qkh',0
1319,'في حال استيعاب المستشفيات الخمسة لكافة المصابين.. د. أحمد المحمد: 14 مستشفى إضافياً لعلاج مصابي كورونا عند الحاجة 5… https://t.co/CEzctolN4o',0
1320,'مؤسسة البركه للمقاولات  #تسهيل_الزواج_من_اجنبيه3 #كورونا #بريدة  للاتصال : 0542096665 - 0559802010 أفضل مقاول بأفضل… https://t.co/UAjuzieWeO',0
1321,'غوتيريس يدين مشاعر الحقد خلال جائحة كورونا https://t.co/CPLpqBxTdG https://t.co/KPzAxMFcgx',0
1322,'إصابات كورونا في باكستان تتجاوز 25 ألفا https://t.co/CJePVrkHcn',0
1323,'غوتيريش: كورونا أطلق العنان لمشاعر الحقد والكراهية https://t.co/PA0dxkPfZa',-1
1324,'Le Monde - Coronavirus : « Quand la dette monétaire et la dette souveraine se confondent » https://t.co/GaLYKpINgp https://t.co/CY4J2JBZ7a',0
1325,'France TV - Coronavirus :  « ça devient difficile de couper la chaine de transmission » https://t.co/LdT9NIgY6g https://t.co/rEIRHUhXLI',0
1326,'Coronavirus NYC: 25 teachers dead in New York City | https://t.co/LhVlnP7IfQ A New-York décès de 25 enseignants et… https://t.co/FONX1KFgXm',0
1327,'Le @gouvernementFR ne minimisait pas : il jugeait le #masque « inutile » voire « dangereux » ! #amateurs… https://t.co/E1KpaU8Whb',0
1328,'@mars__6 الله يهديك هم كورونا و هم رمضان و تسوي جي تبي الله يخفس فيك انت؟😂😂😂😂',-1
1329,'Maladie de Kawasaki et Covid-19 : « 45 enfants sont en ce moment hospitalisés à Necker » https://t.co/kCtTpP9Ru4',0
1330,'سجلت فرنسا خلال 24 ساعه الماضيه 178 حالة وفاة بفيروس كورونا ليرتفع العدد لديها الى 25987 حاله @ م ك م',0
1331,"'#غوتيريش : "" #كورونا "" أطلق مشاعر الحقد https://t.co/xBjX6SAAMY https://t.co/EjCn06aWRc'",0
1332,'1  / 🛑 🎈📉SONDAGE DE CHAQUE MATIN.. 🇫🇷  EN CE VENDREDI 08 / 05 / 2020   Voter et Re Tweeter S V P 🙏 Merci.. 🙏 Questi… https://t.co/w0PelTbUst',0
1333,'#مبارك_الكبير #كورونا   نمسي على حال  ونصبح على حال  والكون له رب بحكمه يديره  بيديه تحقيق الأماني والآمال ولايملك… https://t.co/DgnHmvYcyL',1
1334,"'Légal, l’état d’urgence sanitaire? Macron saisit le Conseil constitutionnel https://t.co/QtUMYRX43I via @20minutes'",0
1335,'اللي بيجمع كورونا ومكرونا في جملة وحدة بعد اليوم بيلقم بلوك جائزة تتويجه بئر نفط جديد',0
1336,'Vous êtes sérieux @tvanouvelles ?? Le coronavirus aussi une MTS?? Y’a pas une partie du corps qui n’y passera pas !… https://t.co/zaLpzF46P9',-1
1337,'Bonne nuit &amp; n'oubliez pas : la Chine ment sur les chiffres du coronavirus #OFF',0
1338,'Lutte contre le coronavirus: l'essai européen Discovery en péril https://t.co/d1diIiaXdj via @RFI',0
1339,'@Pythagoras_y @HugairaRahma @BinCoronavirus انا 😁  افتح اي موقع علمي او طبي وبيقولوا لك لازم وجود مادة الكحول في مع… https://t.co/zS68R34dd6',0
1340,"'23 avril, les ministres annonçaient ne pas réduire leurs salaires en solidarité. https://t.co/6CmFfOLvE8 Aujourd'hu… https://t.co/CXInWdS8Yz'",0
1341,'@crimsoons صدق دايم يجيني هالاحساس وان كثيرين بتجيهم فوبيا من الاجتماعات ومابتكون حياتنا نفسها قبل كورونا',0
1342,'الصداقه الي الله يحرمنا منها',-1
1343,'كورونا يانغ***** https://t.co/V1L6iolTVD',0
1344,'2  / 🛑 🎈📉SONDAGE DE CHAQUE MATIN.. 🇫🇷  EN CE VENDREDI 08 / 05 / 2020   Voter et Re Tweeter S V P 🙏 Merci.. 🙏 Questi… https://t.co/DZbl4s0LIE',0
1345,'لبنان يخشى العودة إلى نقطة الصفر.. إصابات كورونا ترتفع والفيروس يتطور يومياً',0
1346,'Encore un petit effort et on va pouvoir exporter notre savoir faire sur comment brûler des masques. Allez on s’entr… https://t.co/hsCMBbIj4C',0
1347,"'[DIRECT] La reine Elisabeth II s'adressera vendredi soir aux Britanniques, pour la deuxième fois depuis le début de… https://t.co/CLt4HJkleV'",0
1348,"'@MayouriCampus C'est un cri d'alarme qu'a lancé le ministre de l'Economie du Brésil, Paulo Guedes. Le pays risque u… https://t.co/YZtWQ3v0HM'",0
1349,'الزوجة: يا دكتور شو نتيجة زوجي؟ الطبيب: للأسف اتلخبطت نتيجتو مع نتيجة مريض تاني.. و ما عارف اقولك عندو كورونا ولا ا… https://t.co/UOaHdVfipf',0
1350,'#الحظر_الكلي  عنترة عام (2020 $$😍🌹يا دار عبلة في الفناء تكلمي فاليوم قد منع التجول فاعلمي  إن  البقاء  في  البيت أص… https://t.co/o6grZf1alN',1
1351,"'أزمة كورونا الإقتصادية . , . #كاريكاتير #caricature #cartoon  #كوفيد19 #covid19 #كورونا #corona &amp; #economiccrisis… https://t.co/7rKrm05nhc'",0
1352,'السودان : العلماء يحذرون: فيروس كورونا قد ينتقل من خلال عملية الجنس https://t.co/03b92SEbqp',0
1353,'JT - Coronavirus : le point d'actualité - Journal du jeudi 7 mai 2020 https://t.co/rXYYC4xcYH via @YouTube',0
1354,'@JeanPaulValour @CNEWS l'armée française également ... https://t.co/6sTgkXlQcS',0
1355,'#Algeria عائلة سورية تعود الى منزلها المدمر في ريف ادلب خشية من كورونا | AFP https://t.co/rFUlEzZ8qH #الجزائر',0
1356,'Les pharmaciens étaient autorisés à vendre des masques depuis fin mars et ne le savaient pas https://t.co/LJN9FAYvyB via @franceinfo',0
1357,"'Salut la team, passez une bonne journée'",1
1358,"'EN DIRECT - Coronavirus : la pandémie provoque ""une avalanche de haine et de xénophobie"", déplore le chef de l'ONU… https://t.co/MbY3PjHZPu'",0
1359,'Coronavirus : Un chercheur tué dans un meurtre-suicide était sur le point de faire « des découvertes importantes »… https://t.co/fij61oQyiL',0
1360,'بس ينتهي موضوع كورونا ان شاء الله ماراح ادخل البيت الا للضروره القصوى.',0
1361,"'Nail salons, Semen, truMP’s Valet = #coronavirus'",0
1362,'@SaudiNews50 مستحيل أصدق انه فيه دولة بالعالم عندها عدد الإصابات بفايروس كورونا صفر.',-1
1363,'@p_referendum نخرب ام الدنيا عشان خاطر وراعين الثانوي ، ونجلس نصلح باخطائهم بالمستقبل والسبب ليه؟ عشان كورونا و ما… https://t.co/uO8YTM8ogu',-1
1364,'@dpf7ZFNNT4vVunt خريطة العالم مع كورونا',0
1365,'جهود فريق_البحرين تستحق كل التقدير والتكريم.. هل سنرى نصب تذكاري يضم اسماء ابطالنا من الطاقم الطبي في الخطوط الأمام… https://t.co/x2aecf4UID',0
1366,'إصابة أربعة من لاعبي سامبدوريا بفيروس كورونا  https://t.co/WZh00j0qjg',0
1367,"'@tanmiath سعد بن معاذ رضي الله عنه ""  ""  السؤال(11):  #كلنا_مسؤول #رمضان     #كورونا'",0
1368,'#المغرب || أكد رئيس الحكومة المغربية أمس أن بلاده تشهد تحسنا في بعض المؤشرات المرتبطة بفيروس #كورونا، منها الارتفاع… https://t.co/vDm3uRzxLr',0
1369,'#revuedepresse Coronavirus : quels salariés peuvent rester chez eux après le 11 mai ? https://t.co/TcnAm3Meek',0
1370,'عبر فيلم قصير يتضمن مقابلات مع الأطباء والطواقم الطبية حمد الطبية تخلد ملحمة الجيش الأبيض في مواجهة كورونا… https://t.co/kRgyHzui1u',0
1371,'infoFR Actualité et alerte https://t.co/9YFgYZ4Gj6 #coronavirus #restaurants #burger #king #rouvrent #seine #denis… https://t.co/2TRuCludoF',0
1372,'Russie : Les drones pour lutter contre le coronavirus SARS-CoV-2 ont commencé à être testés. https://t.co/Q9t09MQFLj',0
1373,'@Al_NahdahFC @FahadAlslmy99 @SaudiMOH @qetafwater _  _ _الاجابة :   أ - 9 ملايين فحص  #كورونا   #المسؤولية_المجتمعيه_بنادي_النهضة',0
1374,'Le printemps du coronavirus met Poutine et ses ambitions à l'épreuve Le printemps 2020 en Russie devait être celui… https://t.co/GH3h0THftg',0
1375,'alors là 😂😂😂😂😂😂',0
1376,'31 يناير 2020',0
1377,'Une commande de masques destinée à des communes d’Île-de-France braquée en Espagne  #Coronavirus https://t.co/VyGS1cnZuU via @ouestfrance',0
1378,'تنفيذاً لتوجيهات وزارة الداخلية رجال الأمن يبدأون في تطبيق لائحة الحد من التجمعات التي تسهم في تفشي ونقل فيروس كورو… https://t.co/7eVmqRU5O5',0
1379,'2  / 🛑 🎈📉SONDAGE DE CHAQUE MATIN.. 🇫🇷  EN CE VENDREDI 08 / 05 / 2020   Voter et Re Tweeter S V P 🙏 Merci.. 🙏 Questi… https://t.co/3EWbcAZuYq',0
1380,'Coronavirus : « Quand la dette monétaire et la dette souveraine se confondent » L’économiste François Meunier analy… https://t.co/yFE42M5wcv',0
1381,'8-Mai: 75e anniversaire de la fin de la Seconde guerre mondiale sans public https://t.co/fY33UCoYBM',0
1382,"'Italie : une infirmière, engagée de première ligne pour la lutte contre le coronavirus, violée par un migrant sénég… https://t.co/gGchVmoAbg'",0
1383,"'Coronavirus : en visite dans une usine de masques à Annoeullin, Christophe Castaner oublie les gestes barrières - F… https://t.co/wVyjgCJbPr'",0
1384,'يارب الكورونا يجيه كورونا ويموت 🙏🏻',0
1385,'8-Mai: 75e anniversaire de la fin de la Seconde guerre mondiale sans public à Paris  https://t.co/jfZ6rBIueF',0
1386,'أتابع منذ فترة #محتوى الإعلانات والمواقع الإلكترونية. هناك شيء بديهي ناقص:  معظم المؤسسات تتعامل مع جمهورها وكأن جا… https://t.co/rOqCKkR1E0',0
1387,'@Aurelie_Solans @MarCharlott @ATMOFRANCE @Airparif @C_Najdovski @PierreSerne @StephaneMandard @GuapoAir… https://t.co/YzhiSzKYW0',0
1388,'147 وفاة جراء #كورونا في #ألمانيا و1209 إصابات جديدة #COVID19 https://t.co/9DZHfYrj0c',0
1389,'ما هي التأثيرات المجتمعية لفيروس #كورونا؟  الرابط البديل: https://t.co/lOBnnIIiHF #معاً_نعزل_كورونا  https://t.co/kWqKf0FvGT',0
1390,'مراكز #أمريكا لمكافحة الأمراض: 1219066 إجمالى إصابات #كورونا و73297 وفاة https://t.co/C30eTV87rR',0
1391,"'#Coronavirus | Il y a un mois, l’Alliance du Vaccin (@gavi_fr) a octroyé 29 millions de dollars pour 13 pays engagé… https://t.co/sLxzvf2jrb'",0
1392,"'⚕️😷#Coronavirus #COVID2019   En ligne de Bamako, le styliste nigérien Alphadi, dit le magicien du désert engagé dan… https://t.co/bD5kbckBE5'",0
1393,'الكشف عن تفاصيل خسائر نادي #برشلونة المالية بسبب انتشار فيروس #كورونا https://t.co/1Is6QEJCHK',0
1394,'#TendanceConso #Coronavirus 👉les recettes pour faire revenir les #consommateurs   https://t.co/fi4SiCcd0t',0
1395,'Coronavirus: La Suisse dans la course mondiale au vaccin https://t.co/zQI7XWiCBR https://t.co/zmThlOfnwx',0
1396,'L’imposture gouvernementale : L’exemple Sibeth N’Diaye #confinement #coronavirus #sibeth-ndiaye https://t.co/gNWn7uxtAm',0
1397,"'De toute évidence, il est temps de faire ce que nous aurions dû faire il y a longtemps. https://t.co/Xa5ExSXyIN… https://t.co/wEkc8g9gBn'",0
1398,'ساهم معنا لمكافحة انتشار فيروس كورونا المستجد 2019 في السودان عبر توفير معدات حماية شخصية وعدة مستلزمات طبية وإيجار… https://t.co/TWHZJ27UmA',0
1399,'كيف ينتشر فيروس COVID19 في مجتمعنا وكم من الوقت يمكنه البقاء على الأسطح؟',0
1400,'اقسم بالله  عليكم  انكم لا تستهينوا فيه انه  أخطر وأقوى حرب هي مع فيروس كورونا',0
1401,"'""Il y a eu de multiples patients zéro"" : comment des chercheurs essayent de retracer l'apparition du coronavirus en… https://t.co/Pocv4Recew'",0
1402,'Coronavirus : ces victimes qui attaquent l’Etat en justice https://t.co/51J7Eh3CjQ',0
1403,"'#غوتيريش يدين ""طوفانا من مشاعر الحقد"" خلال جائحة #كورونا https://t.co/hKnX3iigfo https://t.co/5Y50o4WxZO'",0
1404,'صوموا صوموا 😒😒  الحمدلله والشكر  انهبلللوا الشعب كله من #كورونا و #الحجر ☹️ #تسهيل_الزواج_من_اجنبيه3',-1
1405,'شكلها زعلت عشان ما عزموها',-1
1406,'@KhalafAlHabtoor @samialreyami رأيي بأن استمرار سامي الريامي في الصفوف الأولى لإعلام دبي معناه بقاء المناصب الإعلام… https://t.co/i3eYiMkxCE',0
1407,'La crise du coronavirus pousse les Belges à manger durable https://t.co/tHiZ4ESXSt https://t.co/B3jkyZpmhQ',0
1408,'Le premier ministre a appelé à une #mobilisation «collective» pour faire face à la #criseéconomique qui s'annonce l… https://t.co/FCoA3ivHsa',0
1409,"'EN DIRECT | Pas de confinement obligatoire prolongé pour les personnes vulnérables, même en Ile-de-France. Elles so… https://t.co/VY3bRa3ncy'",0
1410,'اقسم بالله  عليكم يا ابناء الجنوب العربي   انكم لا تستهينوا فيه انها  أخطر وأقوى حرب هي مع فيروس كورونا  والله انكم… https://t.co/H7VcWX852d',0
1411,"'Coronavirus: après JCrew, Neiman Marcus... aux États-Unis, les géants de la distribution s'effondrent les uns après… https://t.co/LETAZw1pjc'",0
1412,'الأردن: تسجيل 21 إصابة جديدة بفيروس كورونا   https://t.co/1Jf9egA1Sy',0
1413,'Une équipe de chercheurs à @Unigenews a développé un antiviral à partir d’une molécule de sucre pour neutraliser le… https://t.co/16TbSZIZzr',0
1414,"'Coronavirus : Le tennis a redémarré à Wuhan, le foyer de l'épidémie #Wuhan #Tennis #FFT #COVID_19 #China… https://t.co/qvNOGgDyZb'",0
1415,'CORONAVIRUS - 23 sites pour se faire tester en Eure-et-Loir https://t.co/pEJKp1uylQ https://t.co/qNOf04R9kv',0
1416,"'Coronavirus - Pour la première fois le virus a été repéré dans le sperme de plusieurs patients, alors est-il sexuel… https://t.co/muRzCTzf3K'",0
1417,'Coronavirus: 75% des entreprises contrôlées ne respectaient pas les règles de précaution https://t.co/7XkHKczZ0f',0
1418,'Et ils auront moins besoin d’aller au travail en voiture 🚗 https://t.co/2zhbIHy2Rk',0
1419,'دراسة صينية: فيروس كورونا يمكن أن ينتقل عن طريق الجنس https://t.co/5vEgky7hoe',0
1420,'Coronavirus: la justice ordonne la fermeture provisoire de l'usine Renault à Sandouville  https://t.co/yLCOogXDjj',0
1421,"'Coronavirus : dans les Ardennes, l'ARS interdit au maire de faire des tests, il refuse la réouverture de l'école https://t.co/IyC2QgSzhp'",0
1422,'لو مافي كورونا كان انا جمبها الحين وماخليتها تبعد لكننن💔💔',-1
1423,"'Rebond de contamination, trente-cinq nouveaux cas recensés https://t.co/gyr9LVEiBB  Stupeur et angoisse se sont emp… https://t.co/GIrqL3AOTH'",0
1424,'Un traitement anti-cancer pour combattre le coronavirus https://t.co/1KJnTtxrnZ',0
1425,'@Al_NahdahFC @13138Aaa @SaudiMOH @qetafwater _  _ _الاجابة :   أ - 9 ملايين فحص  #كورونا   #المسؤولية_المجتمعيه_بنادي_النهضة',0
1426,'La catastrophe du coronavirus: un effet boomerang de la guerre biologique déclenchée par les États-Unis contre la C… https://t.co/ZVGKm4lQxl',0
1427,"'Frontières dans l’UE, hors de l’UE : comment peut-on se déplacer ? https://t.co/iGWE8MUoeg #confinement #coronavirus'",0
1428,'افااا حسدناهم 💔😂',-1
1429,"'[#COVID19] Soutien moral et spirituel dans la crise, les #aumôniers de @HiaBegin sont en première ligne aux côtés d… https://t.co/oonkFPfEl3'",0
1430,"'Un 8-Mai particulier, sous le signe du coronavirus https://t.co/cmPhfne5Tm'",0
1431,"'فيروس كورونا ""يحطم"" آمال غوغل ببناء مدينة ذكية في تورونتو https://t.co/GNVcDh8dAu  نيوز سناب - بي بي سي'",0
1432,'د. محمد أبوخطاب المشرف على الحالة: خطة علاجية خاصة لكل مريض من كبار السن كبار السن الأكثر عرضة لمخاطر مضاعفات كورون… https://t.co/QOnYCT7vgF',0
1433,"'À la #résidence #autonomie de #Besançon , ""nous nous sommes adaptés pour éviter le #coronavirus"" #CCAS https://t.co/WE07Xy9ClL'",0
1434,'Voilà. Et tout cela dans Madame Figaro.',0
1435,'Zone verte ? Zone rouge ?  Faudra-il respecter une distance d’au moins un mètre entre soi-même et sa teub ?  Se cou… https://t.co/W0pJtoujCb',0
1436,'صلاة التراويح في زمن #كورونا #رمضان ١٤٤١ https://t.co/nq1a3B2s4R',0
1437,"'@maisonvaleria Patientez un peu, cette fois @EmmanuelMacron risque d'être vigilent ... ""Déjà repéré dans la salive,… https://t.co/J5xlK5RQD6'",0
1438,'1m respecter 1m 😉 Insolite : des cerceaux pour lutter contre le coronavirus dans une école de Marseille https://t.co/fRc6Lf0Q6r',0
1439,'اما تعرف ان الناس نسيت كورونا ونازله تشتري لبس العيد وبسكوت العيد 😩😩😩😂😂 https://t.co/0BRxy3HFrF',0
1440,'La méthode de recherche clinique classique est un naufrage en période pandémique.  Elle se révèle inadaptée à tous… https://t.co/72peuhCMOY',0
1441,'اول شي احتاجه بعد مايروح كورونا اسافر وين لا احد يسألني اهم شي اركب طياره واسافر 🤲🏻',0
1442,"'Après l'Allemagne, l'Espagne?   L'entraîneur de Levante a donné la date de la reprise de la Liga  https://t.co/x9bezwPoZw'",0
1443,"'Dr. #JudyMikovits on Dr. #Fauci, Dr. #Birx #FDA #CDC #WHO #Wuhan #Coronavirus #Covid19 #Virus #Pandemic #Scientific… https://t.co/ttBjQcwLXM'",0
1444,'ظهور 24 إصابة جديدة بفيروس كورونا في المنوفية. https://t.co/gEWycuWREv',0
1445,'@LF3ExXaHFtBepVl الغزو لم يحي قلب الحكومة؟ فمابالك كورونا همها الأول و الأخير إركاع المواطن و تقييده بدفع الغرامات… https://t.co/LtWCwQPR6J',0
1446,'Voici pourquoi le bilan du coronavirus s’est subitement alourdi de 229 nouveaux morts en Belgique :… https://t.co/u8MnEstrOP',0
1447,'Coronavirus : pas d'efficacité probante de l'hydroxychloroquine selon une étude https://t.co/NAtsOQoRE4',0
1448,'EDITO - Faudra-t-il travailler plus pour amortir le choc économique de l'épidémie de coronavirus ? https://t.co/aH0yiLiO7f',0
1449,'EDITO - Faudra-t-il travailler plus pour amortir le choc économique de l'épidémie de coronavirus ? https://t.co/xuQsLiFIYe',0
1450,'EDITO - Faudra-t-il travailler plus pour amortir le choc économique de l'épidémie de coronavirus ? https://t.co/hi7HqU8FVE',0
1451,'واحد يقول: بعد القعده فالبيت هالفتره بسبب كورونا كل مامرت زوجتي من جنبي  تقول: الله يخلصنا من هذا الوباء على خير يق… https://t.co/yxcXeuaKoM',0
1452,'وحده ارسلت لزوجها   مساءالمراجيح ياللي غيابك سبب لقلبي تجاريح مُمكن توديني للسوق بعد التراويح. ورد عليها مساء التمر… https://t.co/QThxk1VAdB',0
1453,'#تسهيل_الزواج_من_اجنبيه3 ازمه كورونا كشفت لنا اشياء كثيره واولهم حقد الاجانب للشعب السعودي وانتم لسا هذا تفكيركم تد… https://t.co/wHXUPB45Oi',-1
1454,'Un épidémiologiste de l’EPFL et une créatrice de jeux se sont alliés pour décrypter quel avenir nous réserve la pan… https://t.co/FUipCSN3l9',0
1455,'Les commentateurs en France vont encore tomber en pâmoison.',0
1456,'لمن يمجد في الامارات  أفضل تعامل بدول الخليج مع أزمة كورونا هي الكويت بشهادة منظمة الصحه ،،، شالوا الحظر عليهم بالع… https://t.co/xTpf2SG7tn',0
1457,' « On a vécu une tragédie » : pourquoi les Ehpad payent un si lourd tribut à l’épidémie due au coronavirus  Ehpad… https://t.co/rexm5L30A0',-1
1458,'الصين تسجل إصابة واحدة جديدة بفيروس كورونا و16 حالة دون أعراض  https://t.co/WZh00j0qjg',0
1459,"'#Coronavirus : À Mont-Saint-Aignan, le #CCAS centralise la collecte et la distribution de #masques https://t.co/lJKOD7kNKZ'",0
1460,'Six pour cent des Belges ont des anticorps contre le coronavirus https://t.co/wosDtDJ405 https://t.co/pnCUlxWmWy',0
1461,'Coronavirus : Jean-François Debat (PS) réclame un nouveau budget de la Région https://t.co/LftrnItQpS #Lyon',0
1462,'الصين تسجل إصابة واحدة جديدة بفيروس كورونا و16 حالة دون أعراض https://t.co/o0XlhpC4gj',0
1463,"'DIRECT 🔴 Coronavirus : la France, ""divisée en deux"", se prépare à un déconfinement progressif  Suivez le live ⤵️… https://t.co/g1PQzBYS6I'",0
1464,'DIRECT. Coronavirus: la France entame son dernier week-end cloîtré https://t.co/75tOq6R7Wi https://t.co/QHTMErtsee',0
1465,"'فيروس #كورونا ""يحطم"" آمال غوغل ببناء مدينة ذكية في تورونتو https://t.co/oLTfrLpBG8'",0
1466,'غوتيريش: المسلمون يتعرضون لاعتداءات بسبب #كورونا https://t.co/yx8djiofdq',0
1467,'ارتفاع الوفيات والإصابات بفيروس كورونا فى المكسيك https://t.co/KZT6aT4dRc',0
1468,'بكين وواشنطن تتعهدان تنفيذ اتفاقهما التجارى رغم خلافهما بشأن كورونا https://t.co/SvJWUbYMls',0
1469,"'فيروس كورونا ""يحطم"" آمال غوغل ببناء مدينة ذكية في تورونتو - https://t.co/j6bKfMdYvZ #عاجل https://t.co/4fR3cwWHjD'",0
1470,'اتركيك من سالفتهم اسمعيني والله انا احب وحده صار لنا مع بعض سنه ونص وافترقنا صار لنا شهر بس ودي ابادر الشوق يحرق …… https://t.co/UfMVtOGbLN',-1
1471,'Un traitement anti-cancer pour combattre le coronavirus https://t.co/PtMvBgOV2r',0
1472,"'Coronavirus - Ty, rappeur britannique connu pour son album à succès ""Upwards"" en 2003, est décédé du COVID19 à l'âg… https://t.co/amY7mRApOE'",0
1473,"'Après deux ans de test en Finlande, nous pouvons affirmer que le revenu universel apporte plus de bien être. https://t.co/wkBQbLDSHj'",0
1474,'ده لو كورونا ليها رأي تاني يعني',0
1475,'Lequel état est en train de s'acheter un passeport d'immunité.... Quelle honte. Le discrédit des politiques est tot… https://t.co/UEzqGDytOc',0
1476,'القاعدة الصينية للتخلص من فيروس كورونا :  ١- إعتبر نفسك مصاب فلا تنقل العدوى لأحد  ٢- إعتبر الجميع مصابون فلا تقترب من أحد',0
1477,'نتائج واعدة للقاح #إيطالي ضد #كورونا   خبر سار من #الصين تخفيض تصنيف مخاطر الإصابة بـ #الفيروس https://t.co/45qSnkUgvP',0
1478,'الاردن كانت مسجله صفر اصابات بعد حجر شامل وصارم .. بس مازلت عند رأيي مفيش امان ولا خلاص للفيروس إلا عند محاصرته عال… https://t.co/kR9XRrvjR1',0
1479,'Covid-19 : le business lucratif des noms de domaine liés au coronavirus https://t.co/a7mK89RYwk https://t.co/neB7BYSLac',0
1480,'عايزة اروح اتمشى في شواطئ برشلونة ناو',0
1481,"'La pandémie de Covid-19 génère ""une avalanche de haine et de xénophobie"", dénonce le chef de l'ONU… https://t.co/KjtzX724fy'",0
1482,'رئيس وزراء المصري مصطفى مدبولي يعلن إعادة المواطنين العالقين في الخارج قبل عيد الفطر #مصر #كورونا https://t.co/0dmGhoIvUT',0
1483,'يارب يروح كورونا بأسرع وقت https://t.co/ujr0XupplW',0
1484,'Tranqui',0
1485,'كورونا في الإسكندرية.. ارتفاع حالات المتعافين إلى 94 حالة بمستشفى العجمي. https://t.co/I4XUYkB2QM',0
1486,'جبر بخاطرها ❤❤❤❤❤❤❤❤❤❤❤❤',0
1487,'كورونا وتسريع التحول الرقمي في الثقافة والإعلام. #مصر #مجلات #الهلال https://t.co/qsvS3P40tj',0
1488,'شبح #المجاعة يطل برأسه على #العالم!   الملايين مهددون بسبب #كورونا   صدمة #الوباء تقفز بأسعار الأرز ووقف صادرات ا… https://t.co/q8meZreKmP',0
1489,'@BFMTV Non mais jusqu'où certains sont prêts à aller dans le délire... On peut très bien entrer sur l'île sans Covi… https://t.co/p9X44P9I7f',-1
1490,'Le printemps 2020 en Russie devait être celui d'un seul homme: Vladimir Poutine. Mais le nouveau coronavirus est pa… https://t.co/BW0VjDIU03',0
1491,'Génial @EPhilippePM @NathalieStCricq @francoisedegois @franceinfo @LCI @BFMTV @CNEWS',0
1492,'ارجعوا الى الله وخافوه واخشوه وادركوا انكم ملاقوه فسائلكم عما كنتم تعملون . ولا تكن خشيتكم من كورونا ، أعظم من خشيت… https://t.co/8C2U65uYWt',0
1493,'Les ravages de l'alcool. #Haters',0
1494,'Voici une très bonne collection de liens à des chansons africaines à propos du virus corona.  https://t.co/5pYJayQSy6',1
1495,'@almobark_ @q1q555 كفو ، مواطنه صالحه👏🏻👏🏻 . . https://t.co/ZnwnPHSVio',1
1496,"'""Il y a eu de multiples patients zéro"" : comment des chercheurs essayent de retracer l'apparition du coronavirus en… https://t.co/W1DO2nfdZn'",0
1497,'#الصحة_العالمية كورونا قد يصيب ما بين 29 و44 مليون #انسان في #افريقيا',0
1498,'L'œil du 20H | Les pharmaciens étaient autorisés à vendre des masques depuis fin mars et ne le savaient pas… https://t.co/8YxkanzDKK',0
1499,'كنا على أمل إن ارتفاع درجة الحرارة حيوقف شوية انتشار كورونا لكن الظاهر الفيروس ده كله غموض و مفاجآت.',-1
1500,'#عيون_على_الحدث_الإعلامية: . و بالتعاون مع المكتب التعاوني للدعوة والإرشاد وتوعية الجاليات بمحافظة #وادي_الفرع يقدم… https://t.co/R4tpPckv13',0
1501,'@mbi70 وزمام 🤪😂😂👊  الله يقلع كورونا قول امين 😫',-1
